candidate,date,pct_trend_adjusted,state,cycle
Joseph R. Biden Jr.,2020-06-29,40.92395,Tennessee,2020
Donald Trump,2020-06-29,51.69339,Tennessee,2020
Joseph R. Biden Jr.,2020-06-28,41.04442,Tennessee,2020
Donald Trump,2020-06-28,51.76726,Tennessee,2020
Joseph R. Biden Jr.,2020-06-27,41.04442,Tennessee,2020
Donald Trump,2020-06-27,51.76726,Tennessee,2020
Joseph R. Biden Jr.,2020-06-26,41.08628,Tennessee,2020
Donald Trump,2020-06-26,51.74107,Tennessee,2020
Joseph R. Biden Jr.,2020-06-25,40.98384,Tennessee,2020
Donald Trump,2020-06-25,51.55052,Tennessee,2020
Joseph R. Biden Jr.,2020-06-24,40.93239,Tennessee,2020
Donald Trump,2020-06-24,52.08491,Tennessee,2020
Joseph R. Biden Jr.,2020-06-23,40.92166,Tennessee,2020
Donald Trump,2020-06-23,52.28497,Tennessee,2020
Joseph R. Biden Jr.,2020-06-22,40.73039,Tennessee,2020
Donald Trump,2020-06-22,52.23748,Tennessee,2020
Joseph R. Biden Jr.,2020-06-21,40.53032,Tennessee,2020
Donald Trump,2020-06-21,52.21517,Tennessee,2020
Joseph R. Biden Jr.,2020-06-20,40.57084,Tennessee,2020
Donald Trump,2020-06-20,52.18593,Tennessee,2020
Joseph R. Biden Jr.,2020-06-19,40.51191,Tennessee,2020
Donald Trump,2020-06-19,52.13521,Tennessee,2020
Joseph R. Biden Jr.,2020-06-18,40.64982,Tennessee,2020
Donald Trump,2020-06-18,52.09914,Tennessee,2020
Joseph R. Biden Jr.,2020-06-17,40.77592,Tennessee,2020
Donald Trump,2020-06-17,52.13537,Tennessee,2020
Joseph R. Biden Jr.,2020-06-16,40.74538,Tennessee,2020
Donald Trump,2020-06-16,52.22124,Tennessee,2020
Joseph R. Biden Jr.,2020-06-15,40.55787,Tennessee,2020
Donald Trump,2020-06-15,52.34801,Tennessee,2020
Joseph R. Biden Jr.,2020-06-14,40.55672,Tennessee,2020
Donald Trump,2020-06-14,52.347,Tennessee,2020
Joseph R. Biden Jr.,2020-06-13,40.4992,Tennessee,2020
Donald Trump,2020-06-13,52.39326,Tennessee,2020
Joseph R. Biden Jr.,2020-06-12,40.4286,Tennessee,2020
Donald Trump,2020-06-12,52.79305,Tennessee,2020
Joseph R. Biden Jr.,2020-06-11,40.43353,Tennessee,2020
Donald Trump,2020-06-11,52.79204,Tennessee,2020
Joseph R. Biden Jr.,2020-06-10,40.43126,Tennessee,2020
Donald Trump,2020-06-10,52.78973,Tennessee,2020
Joseph R. Biden Jr.,2020-06-09,40.41285,Tennessee,2020
Donald Trump,2020-06-09,52.81672,Tennessee,2020
Joseph R. Biden Jr.,2020-06-08,40.32888,Tennessee,2020
Donald Trump,2020-06-08,52.89775,Tennessee,2020
Joseph R. Biden Jr.,2020-06-07,40.32488,Tennessee,2020
Donald Trump,2020-06-07,52.9006,Tennessee,2020
Joseph R. Biden Jr.,2020-06-06,40.38909,Tennessee,2020
Donald Trump,2020-06-06,53.05604,Tennessee,2020
Joseph R. Biden Jr.,2020-06-05,40.27456,Tennessee,2020
Donald Trump,2020-06-05,53.17386,Tennessee,2020
Joseph R. Biden Jr.,2020-06-04,40.10984,Tennessee,2020
Donald Trump,2020-06-04,53.18577,Tennessee,2020
Joseph R. Biden Jr.,2020-06-03,40.08323,Tennessee,2020
Donald Trump,2020-06-03,53.29168,Tennessee,2020
Joseph R. Biden Jr.,2020-06-02,39.75813,Tennessee,2020
Donald Trump,2020-06-02,52.95153,Tennessee,2020
Joseph R. Biden Jr.,2020-06-01,39.70196,Tennessee,2020
Donald Trump,2020-06-01,52.94284,Tennessee,2020
Joseph R. Biden Jr.,2020-05-31,39.61814,Tennessee,2020
Donald Trump,2020-05-31,52.97334,Tennessee,2020
Joseph R. Biden Jr.,2020-05-30,39.70148,Tennessee,2020
Donald Trump,2020-05-30,52.96398,Tennessee,2020
Joseph R. Biden Jr.,2020-05-29,39.747,Tennessee,2020
Donald Trump,2020-05-29,53.0203,Tennessee,2020
Joseph R. Biden Jr.,2020-05-28,39.747,Tennessee,2020
Donald Trump,2020-05-28,53.0203,Tennessee,2020
Joseph R. Biden Jr.,2020-05-27,39.74552,Tennessee,2020
Donald Trump,2020-05-27,52.79102,Tennessee,2020
Joseph R. Biden Jr.,2020-05-26,39.97172,Tennessee,2020
Donald Trump,2020-05-26,52.89792,Tennessee,2020
Joseph R. Biden Jr.,2020-05-25,39.82539,Tennessee,2020
Donald Trump,2020-05-25,52.88128,Tennessee,2020
Joseph R. Biden Jr.,2020-05-24,39.82539,Tennessee,2020
Donald Trump,2020-05-24,52.88128,Tennessee,2020
Joseph R. Biden Jr.,2020-05-23,39.87215,Tennessee,2020
Donald Trump,2020-05-23,52.89737,Tennessee,2020
Joseph R. Biden Jr.,2020-05-22,39.87498,Tennessee,2020
Donald Trump,2020-05-22,52.9461,Tennessee,2020
Joseph R. Biden Jr.,2020-05-21,37.51501,Tennessee,2020
Donald Trump,2020-05-21,53.67849,Tennessee,2020
Joseph R. Biden Jr.,2020-05-20,37.73522,Tennessee,2020
Donald Trump,2020-05-20,53.77428,Tennessee,2020
Joseph R. Biden Jr.,2020-05-19,37.75511,Tennessee,2020
Donald Trump,2020-05-19,53.87584,Tennessee,2020
Joseph R. Biden Jr.,2020-05-18,37.63928,Tennessee,2020
Donald Trump,2020-05-18,53.89133,Tennessee,2020
Joseph R. Biden Jr.,2020-05-17,37.77462,Tennessee,2020
Donald Trump,2020-05-17,54.10236,Tennessee,2020
Joseph R. Biden Jr.,2020-05-16,37.83232,Tennessee,2020
Donald Trump,2020-05-16,54.03156,Tennessee,2020
Joseph R. Biden Jr.,2020-05-15,37.82274,Tennessee,2020
Donald Trump,2020-05-15,54.08619,Tennessee,2020
Joseph R. Biden Jr.,2020-05-14,37.80556,Tennessee,2020
Donald Trump,2020-05-14,54.07261,Tennessee,2020
Joseph R. Biden Jr.,2020-05-13,37.69978,Tennessee,2020
Donald Trump,2020-05-13,54.14535,Tennessee,2020
Joseph R. Biden Jr.,2020-05-12,37.78505,Tennessee,2020
Donald Trump,2020-05-12,54.01927,Tennessee,2020
Joseph R. Biden Jr.,2020-05-11,37.75529,Tennessee,2020
Donald Trump,2020-05-11,54.05131,Tennessee,2020
Joseph R. Biden Jr.,2020-05-10,37.75539,Tennessee,2020
Donald Trump,2020-05-10,54.05187,Tennessee,2020
Joseph R. Biden Jr.,2020-05-09,37.65141,Tennessee,2020
Donald Trump,2020-05-09,53.9185,Tennessee,2020
Joseph R. Biden Jr.,2020-05-08,37.79745,Tennessee,2020
Donald Trump,2020-05-08,54.00797,Tennessee,2020
Joseph R. Biden Jr.,2020-05-07,37.76908,Tennessee,2020
Donald Trump,2020-05-07,54.03113,Tennessee,2020
Joseph R. Biden Jr.,2020-05-06,37.78237,Tennessee,2020
Donald Trump,2020-05-06,54.04339,Tennessee,2020
Joseph R. Biden Jr.,2020-05-05,37.88689,Tennessee,2020
Donald Trump,2020-05-05,54.05801,Tennessee,2020
Joseph R. Biden Jr.,2020-05-04,38.00681,Tennessee,2020
Donald Trump,2020-05-04,53.9775,Tennessee,2020
Joseph R. Biden Jr.,2020-05-03,37.913,Tennessee,2020
Donald Trump,2020-05-03,54.00086,Tennessee,2020
Joseph R. Biden Jr.,2020-05-02,37.93255,Tennessee,2020
Donald Trump,2020-05-02,53.99078,Tennessee,2020
Joseph R. Biden Jr.,2020-05-01,37.89515,Tennessee,2020
Donald Trump,2020-05-01,54.01258,Tennessee,2020
Joseph R. Biden Jr.,2020-04-30,39.55923,Tennessee,2020
Donald Trump,2020-04-30,54.80981,Tennessee,2020
Joseph R. Biden Jr.,2020-04-29,39.55933,Tennessee,2020
Donald Trump,2020-04-29,54.80993,Tennessee,2020
Joseph R. Biden Jr.,2020-04-28,39.86989,Tennessee,2020
Donald Trump,2020-04-28,54.84619,Tennessee,2020
Joseph R. Biden Jr.,2020-04-27,39.54791,Tennessee,2020
Donald Trump,2020-04-27,54.65282,Tennessee,2020
Joseph R. Biden Jr.,2020-04-26,39.5796,Tennessee,2020
Donald Trump,2020-04-26,54.70149,Tennessee,2020
Joseph R. Biden Jr.,2020-04-25,39.61549,Tennessee,2020
Donald Trump,2020-04-25,54.74183,Tennessee,2020
Joseph R. Biden Jr.,2020-04-24,39.59986,Tennessee,2020
Donald Trump,2020-04-24,54.91872,Tennessee,2020
Joseph R. Biden Jr.,2020-04-23,39.59986,Tennessee,2020
Donald Trump,2020-04-23,54.91872,Tennessee,2020
Joseph R. Biden Jr.,2020-04-22,39.59986,Tennessee,2020
Donald Trump,2020-04-22,54.91872,Tennessee,2020
Joseph R. Biden Jr.,2020-04-21,39.59986,Tennessee,2020
Donald Trump,2020-04-21,54.91872,Tennessee,2020
Joseph R. Biden Jr.,2020-04-20,39.44165,Tennessee,2020
Donald Trump,2020-04-20,55.11357,Tennessee,2020
Joseph R. Biden Jr.,2020-04-19,39.38696,Tennessee,2020
Donald Trump,2020-04-19,55.31301,Tennessee,2020
Joseph R. Biden Jr.,2020-04-18,39.38992,Tennessee,2020
Donald Trump,2020-04-18,55.41052,Tennessee,2020
Joseph R. Biden Jr.,2020-04-17,39.28941,Tennessee,2020
Donald Trump,2020-04-17,55.40971,Tennessee,2020
Joseph R. Biden Jr.,2020-04-16,39.27783,Tennessee,2020
Donald Trump,2020-04-16,55.38096,Tennessee,2020
Joseph R. Biden Jr.,2020-04-15,39.0936,Tennessee,2020
Donald Trump,2020-04-15,55.19677,Tennessee,2020
Joseph R. Biden Jr.,2020-04-14,38.78071,Tennessee,2020
Donald Trump,2020-04-14,55.37788,Tennessee,2020
Joseph R. Biden Jr.,2020-04-13,38.56734,Tennessee,2020
Donald Trump,2020-04-13,55.32936,Tennessee,2020
Joseph R. Biden Jr.,2020-04-12,38.56786,Tennessee,2020
Donald Trump,2020-04-12,55.32936,Tennessee,2020
Joseph R. Biden Jr.,2020-04-11,38.77704,Tennessee,2020
Donald Trump,2020-04-11,54.82204,Tennessee,2020
Joseph R. Biden Jr.,2020-04-10,38.83856,Tennessee,2020
Donald Trump,2020-04-10,54.83424,Tennessee,2020
Joseph R. Biden Jr.,2020-04-09,38.94722,Tennessee,2020
Donald Trump,2020-04-09,54.87181,Tennessee,2020
Joseph R. Biden Jr.,2020-04-08,38.95058,Tennessee,2020
Donald Trump,2020-04-08,54.88625,Tennessee,2020
Joseph R. Biden Jr.,2020-04-07,38.92607,Tennessee,2020
Donald Trump,2020-04-07,54.91552,Tennessee,2020
Joseph R. Biden Jr.,2020-04-06,39.35141,Tennessee,2020
Donald Trump,2020-04-06,54.80493,Tennessee,2020
Joseph R. Biden Jr.,2020-04-05,39.20335,Tennessee,2020
Donald Trump,2020-04-05,54.91051,Tennessee,2020
Joseph R. Biden Jr.,2020-04-04,39.16452,Tennessee,2020
Donald Trump,2020-04-04,54.85602,Tennessee,2020
Joseph R. Biden Jr.,2020-04-03,39.17041,Tennessee,2020
Donald Trump,2020-04-03,54.90783,Tennessee,2020
Joseph R. Biden Jr.,2020-04-02,39.40894,Tennessee,2020
Donald Trump,2020-04-02,54.97152,Tennessee,2020
Joseph R. Biden Jr.,2020-04-01,39.40894,Tennessee,2020
Donald Trump,2020-04-01,54.97152,Tennessee,2020
Joseph R. Biden Jr.,2020-03-31,39.46205,Tennessee,2020
Donald Trump,2020-03-31,54.99474,Tennessee,2020
Joseph R. Biden Jr.,2020-03-30,39.54223,Tennessee,2020
Donald Trump,2020-03-30,55.03091,Tennessee,2020
Joseph R. Biden Jr.,2020-03-29,39.67379,Tennessee,2020
Donald Trump,2020-03-29,55.05124,Tennessee,2020
Joseph R. Biden Jr.,2020-03-28,39.7017,Tennessee,2020
Donald Trump,2020-03-28,55.08765,Tennessee,2020
Joseph R. Biden Jr.,2020-03-27,39.75173,Tennessee,2020
Donald Trump,2020-03-27,55.20842,Tennessee,2020
Joseph R. Biden Jr.,2020-03-26,39.75173,Tennessee,2020
Donald Trump,2020-03-26,55.20842,Tennessee,2020
Joseph R. Biden Jr.,2020-03-25,39.60862,Tennessee,2020
Donald Trump,2020-03-25,55.1815,Tennessee,2020
Joseph R. Biden Jr.,2020-03-24,39.58085,Tennessee,2020
Donald Trump,2020-03-24,54.93465,Tennessee,2020
Joseph R. Biden Jr.,2020-03-23,39.83065,Tennessee,2020
Donald Trump,2020-03-23,55.55415,Tennessee,2020
Joseph R. Biden Jr.,2020-03-22,39.89927,Tennessee,2020
Donald Trump,2020-03-22,55.72699,Tennessee,2020
Joseph R. Biden Jr.,2020-03-21,39.9792,Tennessee,2020
Donald Trump,2020-03-21,55.60751,Tennessee,2020
Joseph R. Biden Jr.,2020-03-20,39.97952,Tennessee,2020
Donald Trump,2020-03-20,55.60274,Tennessee,2020
Joseph R. Biden Jr.,2020-03-19,40.00102,Tennessee,2020
Donald Trump,2020-03-19,55.62812,Tennessee,2020
Joseph R. Biden Jr.,2020-03-18,39.69851,Tennessee,2020
Donald Trump,2020-03-18,55.28688,Tennessee,2020
Joseph R. Biden Jr.,2020-03-17,39.69851,Tennessee,2020
Donald Trump,2020-03-17,55.28688,Tennessee,2020
Joseph R. Biden Jr.,2020-03-16,39.69628,Tennessee,2020
Donald Trump,2020-03-16,55.33005,Tennessee,2020
Joseph R. Biden Jr.,2020-03-15,39.75719,Tennessee,2020
Donald Trump,2020-03-15,55.57738,Tennessee,2020
Joseph R. Biden Jr.,2020-03-14,39.82347,Tennessee,2020
Donald Trump,2020-03-14,55.62064,Tennessee,2020
Joseph R. Biden Jr.,2020-03-13,39.82409,Tennessee,2020
Donald Trump,2020-03-13,55.6207,Tennessee,2020
Joseph R. Biden Jr.,2020-03-12,39.63531,Tennessee,2020
Donald Trump,2020-03-12,55.65008,Tennessee,2020
Joseph R. Biden Jr.,2020-03-11,39.58547,Tennessee,2020
Donald Trump,2020-03-11,55.57492,Tennessee,2020
Joseph R. Biden Jr.,2020-03-10,39.71441,Tennessee,2020
Donald Trump,2020-03-10,55.35685,Tennessee,2020
Joseph R. Biden Jr.,2020-03-09,39.75904,Tennessee,2020
Donald Trump,2020-03-09,55.40136,Tennessee,2020
Joseph R. Biden Jr.,2020-03-08,39.90192,Tennessee,2020
Donald Trump,2020-03-08,55.52594,Tennessee,2020
Joseph R. Biden Jr.,2020-03-07,39.79642,Tennessee,2020
Donald Trump,2020-03-07,56.07022,Tennessee,2020
Joseph R. Biden Jr.,2020-03-06,39.54365,Tennessee,2020
Donald Trump,2020-03-06,56.20802,Tennessee,2020
Joseph R. Biden Jr.,2020-03-05,39.54319,Tennessee,2020
Donald Trump,2020-03-05,56.20853,Tennessee,2020
Joseph R. Biden Jr.,2020-03-04,39.55828,Tennessee,2020
Donald Trump,2020-03-04,56.19079,Tennessee,2020
Joseph R. Biden Jr.,2020-03-03,39.55847,Tennessee,2020
Donald Trump,2020-03-03,56.19078,Tennessee,2020
Joseph R. Biden Jr.,2020-03-02,39.55661,Tennessee,2020
Donald Trump,2020-03-02,56.19062,Tennessee,2020
Joseph R. Biden Jr.,2020-03-01,39.55389,Tennessee,2020
Donald Trump,2020-03-01,56.18425,Tennessee,2020
Joseph R. Biden Jr.,2020-02-29,39.55389,Tennessee,2020
Donald Trump,2020-02-29,56.18425,Tennessee,2020
Joseph R. Biden Jr.,2020-02-28,39.56107,Tennessee,2020
Donald Trump,2020-02-28,56.10586,Tennessee,2020
Joseph R. Biden Jr.,2020-02-27,39.36603,Tennessee,2020
Donald Trump,2020-02-27,56.07426,Tennessee,2020
Joseph R. Biden Jr.,2020-11-03,47.44781,Texas,2020
Donald Trump,2020-11-03,48.58794,Texas,2020
Joseph R. Biden Jr.,2020-11-02,47.44781,Texas,2020
Donald Trump,2020-11-02,48.58794,Texas,2020
Joseph R. Biden Jr.,2020-11-01,47.434,Texas,2020
Donald Trump,2020-11-01,48.54471,Texas,2020
Joseph R. Biden Jr.,2020-10-31,47.19829,Texas,2020
Donald Trump,2020-10-31,48.24208,Texas,2020
Joseph R. Biden Jr.,2020-10-30,46.77404,Texas,2020
Donald Trump,2020-10-30,48.11536,Texas,2020
Joseph R. Biden Jr.,2020-10-29,46.83416,Texas,2020
Donald Trump,2020-10-29,48.09527,Texas,2020
Joseph R. Biden Jr.,2020-10-28,46.34799,Texas,2020
Donald Trump,2020-10-28,48.14801,Texas,2020
Joseph R. Biden Jr.,2020-10-27,46.55659,Texas,2020
Donald Trump,2020-10-27,47.87221,Texas,2020
Joseph R. Biden Jr.,2020-10-26,46.58089,Texas,2020
Donald Trump,2020-10-26,47.80744,Texas,2020
Joseph R. Biden Jr.,2020-10-25,47.55072,Texas,2020
Donald Trump,2020-10-25,47.52846,Texas,2020
Joseph R. Biden Jr.,2020-10-24,47.22937,Texas,2020
Donald Trump,2020-10-24,47.7373,Texas,2020
Joseph R. Biden Jr.,2020-10-23,47.30361,Texas,2020
Donald Trump,2020-10-23,47.79274,Texas,2020
Joseph R. Biden Jr.,2020-10-22,47.27499,Texas,2020
Donald Trump,2020-10-22,47.78256,Texas,2020
Joseph R. Biden Jr.,2020-10-21,47.05593,Texas,2020
Donald Trump,2020-10-21,48.02841,Texas,2020
Joseph R. Biden Jr.,2020-10-20,47.04121,Texas,2020
Donald Trump,2020-10-20,48.23697,Texas,2020
Joseph R. Biden Jr.,2020-10-19,47.17656,Texas,2020
Donald Trump,2020-10-19,48.04906,Texas,2020
Joseph R. Biden Jr.,2020-10-18,47.22083,Texas,2020
Donald Trump,2020-10-18,48.59669,Texas,2020
Joseph R. Biden Jr.,2020-10-17,47.20718,Texas,2020
Donald Trump,2020-10-17,48.55051,Texas,2020
Joseph R. Biden Jr.,2020-10-16,47.10951,Texas,2020
Donald Trump,2020-10-16,48.53151,Texas,2020
Joseph R. Biden Jr.,2020-10-15,47.07853,Texas,2020
Donald Trump,2020-10-15,48.51936,Texas,2020
Joseph R. Biden Jr.,2020-10-14,46.97094,Texas,2020
Donald Trump,2020-10-14,48.49451,Texas,2020
Joseph R. Biden Jr.,2020-10-13,47.02466,Texas,2020
Donald Trump,2020-10-13,48.37541,Texas,2020
Joseph R. Biden Jr.,2020-10-12,46.82201,Texas,2020
Donald Trump,2020-10-12,48.34362,Texas,2020
Joseph R. Biden Jr.,2020-10-11,46.77531,Texas,2020
Donald Trump,2020-10-11,48.32251,Texas,2020
Joseph R. Biden Jr.,2020-10-10,46.65842,Texas,2020
Donald Trump,2020-10-10,48.34404,Texas,2020
Joseph R. Biden Jr.,2020-10-09,46.66895,Texas,2020
Donald Trump,2020-10-09,48.35894,Texas,2020
Joseph R. Biden Jr.,2020-10-08,46.65587,Texas,2020
Donald Trump,2020-10-08,48.23477,Texas,2020
Joseph R. Biden Jr.,2020-10-07,46.5043,Texas,2020
Donald Trump,2020-10-07,47.59927,Texas,2020
Joseph R. Biden Jr.,2020-10-06,46.08566,Texas,2020
Donald Trump,2020-10-06,47.83131,Texas,2020
Joseph R. Biden Jr.,2020-10-05,45.7974,Texas,2020
Donald Trump,2020-10-05,48.02615,Texas,2020
Joseph R. Biden Jr.,2020-10-04,45.7504,Texas,2020
Donald Trump,2020-10-04,48.11354,Texas,2020
Joseph R. Biden Jr.,2020-10-03,45.67408,Texas,2020
Donald Trump,2020-10-03,48.25187,Texas,2020
Joseph R. Biden Jr.,2020-10-02,45.84324,Texas,2020
Donald Trump,2020-10-02,48.09828,Texas,2020
Joseph R. Biden Jr.,2020-10-01,46.03644,Texas,2020
Donald Trump,2020-10-01,47.65346,Texas,2020
Joseph R. Biden Jr.,2020-09-30,45.91486,Texas,2020
Donald Trump,2020-09-30,47.76911,Texas,2020
Joseph R. Biden Jr.,2020-09-29,45.87604,Texas,2020
Donald Trump,2020-09-29,47.92289,Texas,2020
Joseph R. Biden Jr.,2020-09-28,45.8177,Texas,2020
Donald Trump,2020-09-28,47.68512,Texas,2020
Joseph R. Biden Jr.,2020-09-27,45.81222,Texas,2020
Donald Trump,2020-09-27,47.55669,Texas,2020
Joseph R. Biden Jr.,2020-09-26,45.80243,Texas,2020
Donald Trump,2020-09-26,47.62218,Texas,2020
Joseph R. Biden Jr.,2020-09-25,45.77008,Texas,2020
Donald Trump,2020-09-25,47.6004,Texas,2020
Joseph R. Biden Jr.,2020-09-24,45.82896,Texas,2020
Donald Trump,2020-09-24,47.83664,Texas,2020
Joseph R. Biden Jr.,2020-09-23,46.60152,Texas,2020
Donald Trump,2020-09-23,47.31386,Texas,2020
Joseph R. Biden Jr.,2020-09-22,46.60715,Texas,2020
Donald Trump,2020-09-22,47.43475,Texas,2020
Joseph R. Biden Jr.,2020-09-21,46.5625,Texas,2020
Donald Trump,2020-09-21,47.39259,Texas,2020
Joseph R. Biden Jr.,2020-09-20,46.46826,Texas,2020
Donald Trump,2020-09-20,47.57598,Texas,2020
Joseph R. Biden Jr.,2020-09-19,46.37269,Texas,2020
Donald Trump,2020-09-19,47.57804,Texas,2020
Joseph R. Biden Jr.,2020-09-18,46.39075,Texas,2020
Donald Trump,2020-09-18,47.58467,Texas,2020
Joseph R. Biden Jr.,2020-09-17,46.34931,Texas,2020
Donald Trump,2020-09-17,47.72054,Texas,2020
Joseph R. Biden Jr.,2020-09-16,46.40338,Texas,2020
Donald Trump,2020-09-16,47.615,Texas,2020
Joseph R. Biden Jr.,2020-09-15,46.50115,Texas,2020
Donald Trump,2020-09-15,47.59393,Texas,2020
Joseph R. Biden Jr.,2020-09-14,46.59711,Texas,2020
Donald Trump,2020-09-14,47.64143,Texas,2020
Joseph R. Biden Jr.,2020-09-13,46.65293,Texas,2020
Donald Trump,2020-09-13,47.60807,Texas,2020
Joseph R. Biden Jr.,2020-09-12,46.60484,Texas,2020
Donald Trump,2020-09-12,47.43638,Texas,2020
Joseph R. Biden Jr.,2020-09-11,46.61954,Texas,2020
Donald Trump,2020-09-11,47.44784,Texas,2020
Joseph R. Biden Jr.,2020-09-10,46.58934,Texas,2020
Donald Trump,2020-09-10,47.42674,Texas,2020
Joseph R. Biden Jr.,2020-09-09,46.5465,Texas,2020
Donald Trump,2020-09-09,47.3621,Texas,2020
Joseph R. Biden Jr.,2020-09-08,46.91003,Texas,2020
Donald Trump,2020-09-08,48.0306,Texas,2020
Joseph R. Biden Jr.,2020-09-07,46.61644,Texas,2020
Donald Trump,2020-09-07,47.67067,Texas,2020
Joseph R. Biden Jr.,2020-09-06,46.62191,Texas,2020
Donald Trump,2020-09-06,47.59081,Texas,2020
Joseph R. Biden Jr.,2020-09-05,46.60919,Texas,2020
Donald Trump,2020-09-05,47.14882,Texas,2020
Joseph R. Biden Jr.,2020-09-04,46.60154,Texas,2020
Donald Trump,2020-09-04,47.11269,Texas,2020
Joseph R. Biden Jr.,2020-09-03,46.03238,Texas,2020
Donald Trump,2020-09-03,47.58218,Texas,2020
Joseph R. Biden Jr.,2020-09-02,46.09057,Texas,2020
Donald Trump,2020-09-02,47.55614,Texas,2020
Joseph R. Biden Jr.,2020-09-01,46.11824,Texas,2020
Donald Trump,2020-09-01,47.70956,Texas,2020
Joseph R. Biden Jr.,2020-08-31,45.68916,Texas,2020
Donald Trump,2020-08-31,47.84074,Texas,2020
Joseph R. Biden Jr.,2020-08-30,45.59472,Texas,2020
Donald Trump,2020-08-30,46.92114,Texas,2020
Joseph R. Biden Jr.,2020-08-29,45.72643,Texas,2020
Donald Trump,2020-08-29,46.88724,Texas,2020
Joseph R. Biden Jr.,2020-08-28,45.74968,Texas,2020
Donald Trump,2020-08-28,46.69397,Texas,2020
Joseph R. Biden Jr.,2020-08-27,45.61591,Texas,2020
Donald Trump,2020-08-27,47.14753,Texas,2020
Joseph R. Biden Jr.,2020-08-26,45.61389,Texas,2020
Donald Trump,2020-08-26,47.14495,Texas,2020
Joseph R. Biden Jr.,2020-08-25,46.13988,Texas,2020
Donald Trump,2020-08-25,47.10623,Texas,2020
Joseph R. Biden Jr.,2020-08-24,46.38882,Texas,2020
Donald Trump,2020-08-24,47.25117,Texas,2020
Joseph R. Biden Jr.,2020-08-23,45.74928,Texas,2020
Donald Trump,2020-08-23,46.98897,Texas,2020
Joseph R. Biden Jr.,2020-08-22,45.63854,Texas,2020
Donald Trump,2020-08-22,47.09294,Texas,2020
Joseph R. Biden Jr.,2020-08-21,45.6658,Texas,2020
Donald Trump,2020-08-21,47.26152,Texas,2020
Joseph R. Biden Jr.,2020-08-20,45.69209,Texas,2020
Donald Trump,2020-08-20,47.50328,Texas,2020
Joseph R. Biden Jr.,2020-08-19,45.65196,Texas,2020
Donald Trump,2020-08-19,47.66702,Texas,2020
Joseph R. Biden Jr.,2020-08-18,45.67191,Texas,2020
Donald Trump,2020-08-18,47.67178,Texas,2020
Joseph R. Biden Jr.,2020-08-17,45.72372,Texas,2020
Donald Trump,2020-08-17,47.68198,Texas,2020
Joseph R. Biden Jr.,2020-08-16,46.66765,Texas,2020
Donald Trump,2020-08-16,47.43541,Texas,2020
Joseph R. Biden Jr.,2020-08-15,46.57449,Texas,2020
Donald Trump,2020-08-15,47.07581,Texas,2020
Joseph R. Biden Jr.,2020-08-14,46.57491,Texas,2020
Donald Trump,2020-08-14,47.07567,Texas,2020
Joseph R. Biden Jr.,2020-08-13,46.30911,Texas,2020
Donald Trump,2020-08-13,47.03592,Texas,2020
Joseph R. Biden Jr.,2020-08-12,46.07573,Texas,2020
Donald Trump,2020-08-12,46.84499,Texas,2020
Joseph R. Biden Jr.,2020-08-11,46.14233,Texas,2020
Donald Trump,2020-08-11,46.82538,Texas,2020
Joseph R. Biden Jr.,2020-08-10,45.95631,Texas,2020
Donald Trump,2020-08-10,46.71143,Texas,2020
Joseph R. Biden Jr.,2020-08-09,45.87377,Texas,2020
Donald Trump,2020-08-09,46.76827,Texas,2020
Joseph R. Biden Jr.,2020-08-08,45.87323,Texas,2020
Donald Trump,2020-08-08,46.76862,Texas,2020
Joseph R. Biden Jr.,2020-08-07,45.87323,Texas,2020
Donald Trump,2020-08-07,46.76862,Texas,2020
Joseph R. Biden Jr.,2020-08-06,46.39928,Texas,2020
Donald Trump,2020-08-06,46.44963,Texas,2020
Joseph R. Biden Jr.,2020-08-05,46.50406,Texas,2020
Donald Trump,2020-08-05,46.52957,Texas,2020
Joseph R. Biden Jr.,2020-08-04,46.6599,Texas,2020
Donald Trump,2020-08-04,46.33821,Texas,2020
Joseph R. Biden Jr.,2020-08-03,46.65185,Texas,2020
Donald Trump,2020-08-03,46.07081,Texas,2020
Joseph R. Biden Jr.,2020-08-02,46.56265,Texas,2020
Donald Trump,2020-08-02,46.01199,Texas,2020
Joseph R. Biden Jr.,2020-08-01,46.55791,Texas,2020
Donald Trump,2020-08-01,46.02366,Texas,2020
Joseph R. Biden Jr.,2020-07-31,46.55791,Texas,2020
Donald Trump,2020-07-31,46.02366,Texas,2020
Joseph R. Biden Jr.,2020-07-30,46.40782,Texas,2020
Donald Trump,2020-07-30,45.78576,Texas,2020
Joseph R. Biden Jr.,2020-07-29,46.41473,Texas,2020
Donald Trump,2020-07-29,45.73645,Texas,2020
Joseph R. Biden Jr.,2020-07-28,46.50204,Texas,2020
Donald Trump,2020-07-28,45.73021,Texas,2020
Joseph R. Biden Jr.,2020-07-27,46.16689,Texas,2020
Donald Trump,2020-07-27,46.16407,Texas,2020
Joseph R. Biden Jr.,2020-07-26,46.25235,Texas,2020
Donald Trump,2020-07-26,46.24424,Texas,2020
Joseph R. Biden Jr.,2020-07-25,46.22531,Texas,2020
Donald Trump,2020-07-25,46.18945,Texas,2020
Joseph R. Biden Jr.,2020-07-24,46.21539,Texas,2020
Donald Trump,2020-07-24,46.19202,Texas,2020
Joseph R. Biden Jr.,2020-07-23,46.1911,Texas,2020
Donald Trump,2020-07-23,46.21733,Texas,2020
Joseph R. Biden Jr.,2020-07-22,46.05226,Texas,2020
